date,value,Volume,Open,High,Low
12/29/2022,26.21,30944830,$25.77 ,$26.29 ,$25.75 
12/30/2022,26.43,31030090,$25.90 ,$26.46 ,$25.80 
1/3/2023,26.73,31307960,$27.05 ,$27.07 ,$26.37 
1/4/2023,27.68,37665200,$27.41 ,$27.92 ,$27.16 
1/5/2023,27.56,33552550,$27.44 ,$27.78 ,$27.38 
1/6/2023,28.73,31788630,$27.93 ,$28.83 ,$27.38 
1/9/2023,29.31,37493160,$28.84 ,$29.87 ,$28.84 
1/10/2023,29.44,23008080,$29.24 ,$29.51 ,$28.92 
1/11/2023,29.85,30375380,$29.68 ,$29.88 ,$29.00 
1/12/2023,30.29,28963880,$29.98 ,$30.38 ,$29.47 
1/13/2023,30.11,31361940,$29.97 ,$30.17 ,$29.81 
1/17/2023,29.6,34759080,$30.18 ,$30.26 ,$29.52 
1/18/2023,28.81,44199580,$29.80 ,$29.82 ,$28.63 
1/19/2023,28.42,36886620,$28.61 ,$28.76 ,$28.24 
1/20/2023,29.22,35158500,$28.42 ,$29.23 ,$28.25 
1/23/2023,30.27,38795840,$29.33 ,$30.49 ,$29.18 
1/24/2023,29.92,24855130,$29.94 ,$30.19 ,$29.73 
1/25/2023,29.7,28268020,$29.52 ,$29.89 ,$29.17 
1/26/2023,30.09,56088080,$30.06 ,$30.11 ,$29.33 
1/27/2023,28.16,148548200,$27.07 ,$28.24 ,$26.78 
1/30/2023,27.95,55145770,$27.72 ,$28.51 ,$27.67 
1/31/2023,28.26,52621580,$27.78 ,$28.29 ,$27.53 
2/1/2023,29.07,63330570,$27.89 ,$29.43 ,$27.68 
2/2/2023,30.19,62230660,$29.25 ,$30.30 ,$28.80 
2/3/2023,30.32,57603100,$29.62 ,$31.17 ,$29.53 
2/6/2023,28.69,48726360,$29.55 ,$29.65 ,$28.61 
2/7/2023,29.05,50780780,$28.65 ,$29.27 ,$28.43 
2/8/2023,28.24,36479120,$28.95 ,$29.12 ,$28.21 
2/9/2023,27.73,43906380,$28.68 ,$28.82 ,$27.57 
2/10/2023,27.8,31232540,$27.63 ,$27.99 ,$27.34 
2/13/2023,28.55,32347470,$27.87 ,$28.55 ,$27.72 
2/14/2023,28.64,27928930,$28.38 ,$28.72 ,$27.99 
2/15/2023,28.85,23387680,$28.36 ,$28.88 ,$28.16 
2/16/2023,28.2,28972480,$28.50 ,$28.83 ,$28.13 
2/17/2023,27.61,32086220,$28.00 ,$28.07 ,$27.38 
2/21/2023,26.06,63668360,$27.11 ,$27.27 ,$26.04 
2/22/2023,25.47,89195320,$25.91 ,$26.90 ,$25.30 
2/23/2023,25.61,56473240,$25.78 ,$26.08 ,$25.32 
2/24/2023,25.14,44089880,$25.22 ,$25.35 ,$24.92 
2/27/2023,24.9,37656960,$25.55 ,$25.58 ,$24.88 
2/28/2023,24.93,50255300,$24.94 ,$25.12 ,$24.73 
3/1/2023,25.33,47823400,$25.03 ,$25.92 ,$24.97 
3/2/2023,26.2,48381070,$25.21 ,$26.30 ,$25.12 
3/3/2023,26.4,36744860,$26.20 ,$26.48 ,$26.01 
3/6/2023,25.99,37879840,$26.47 ,$26.54 ,$25.93 
3/7/2023,25.53,43164610,$25.84 ,$25.99 ,$25.50 
3/8/2023,25.98,36071930,$25.56 ,$26.01 ,$25.45 
3/9/2023,26.44,54886080,$25.98 ,$26.98 ,$25.97 
3/10/2023,27.22,65187030,$26.55 ,$27.52 ,$26.32 
3/13/2023,26.95,50977000,$26.74 ,$27.31 ,$26.61 
3/14/2023,28.01,47689840,$27.35 ,$28.10 ,$27.25 
3/15/2023,28.41,49322840,$27.73 ,$28.50 ,$27.66 
3/16/2023,30.18,75804230,$28.39 ,$30.27 ,$28.39 
3/17/2023,29.81,80628500,$29.92 ,$31.00 ,$29.44 
3/20/2023,29.16,38780050,$29.80 ,$29.90 ,$28.63 
3/21/2023,28.46,55650830,$29.00 ,$29.17 ,$27.98 
3/22/2023,28.13,37415540,$28.48 ,$29.12 ,$28.10 
3/23/2023,29.03,43785480,$28.38 ,$29.16 ,$28.22 
3/24/2023,29.36,55931610,$29.04 ,$29.81 ,$28.93 
3/27/2023,29.18,34758160,$29.37 ,$29.73 ,$29.08 
3/28/2023,29.29,37407870,$29.08 ,$29.33 ,$28.63 
3/29/2023,31.52,85556190,$29.77 ,$31.89 ,$29.76 
3/30/2023,32.09,70077600,$31.85 ,$32.58 ,$31.81 
